run_id,label,is_target,ts_unix,root_pid,pid,process_start_time,image_name,image_sha256,t_ms,total_score,f1_unsigned,f2_packed,f3_susp_strings,f4_honey,f5_crypto_api,f6_safe_mode,f7_shadow_del,f8_reg_persist,f9_dir_enum,f10_high_io,f11_ext_changed,f12_fingerprint,f13_entropy,f14_daa,f9_now,f10_now,f11_now,f12_now,f13_now,f14_now,io_rate,rename_rate,dirent_rate,entropy_delta_mean,entropy_delta_max,entropy_samples,daa_min,affected_ext_count,new_ext_max,backup_entries,backup_frozen,quota_tier,exited,family,y,source_split,gate_pass,feature_sum_f1_f14,v2_group_id,is_synthetic
,benign,1,1786198497,11608,11608,1.3430672095426877e+17,python.exe,,2348.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,121.2,13.3333,982.5333,3.0583,3.542,32.0,7.7734,4.0,400.0,11.0,0.0,3.0,0.0,python.exe,0,train,1,6.0,benign_missing_run_train_0078,0
05283a213c1a3b09e71c7c153a75e86723add89ff41dfc9d0a7ca3d12cb6bbd1,malware,1,1785675044,4560,4560,1.3430148412658654e+17,Trigona__05283a213c1a3b09e71c.exe,05283a213c1a3b09e71c7c153a75e86723add89ff41dfc9d0a7ca3d12cb6bbd1,231225.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,51.2667,9.9333,52.8667,1.4425,4.0362,176.0,204.1477,19.0,44.0,178.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,05283a213c1a3b09e71c7c153a75e86723add89ff41dfc9d0a7ca3d12cb6bbd1,0
1bdbb1f54354640bd65ec045ce886ab963d80fa2a96503f16f54f25484759ed1,malware,1,1785845607,6384,6384,1.3430319159274877e+17,HiddenTear__1bdbb1f54354640bd65e.exe,1bdbb1f54354640bd65ec045ce886ab963d80fa2a96503f16f54f25484759ed1,47124.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.2,0.6,99.8667,2.7941,5.5977,4.0,15.7839,12.0,0.0,9.0,0.0,3.0,0.0,HiddenTear,1,train,1,6.0,1bdbb1f54354640bd65ec045ce886ab963d80fa2a96503f16f54f25484759ed1,0
a53ef8240fc2260ea62ef6a426c04e6333d96517d4d2f91492ab6de81a9eeee6,malware,1,1785678794,7428,7428,1.3430152185584328e+17,Trigona__a53ef8240fc2260ea62e.exe,a53ef8240fc2260ea62ef6a426c04e6333d96517d4d2f91492ab6de81a9eeee6,208231.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,822.5,150.7667,387.1333,1.3753,6.5928,402.0,152.373,18.0,2039.0,414.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,a53ef8240fc2260ea62ef6a426c04e6333d96517d4d2f91492ab6de81a9eeee6,0
synthetic_train_benign_v4_20261021_00380,benign,1,1786197347,1212,1212,1.343067094631076e+17,synthetic_benign_v4.exe,98055ecd1313c8b7680636e2ea29ab13b881e138082b34c959dbe784b4c2bbaf,1641.0,10.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.10447584134619,29.77591309667016,880.870742666872,3.3208101390036027,1.2229631313343328,70.0,373.2183528484921,5.0,280.0,12.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,10.0,synthetic_train_benign_v4_20261021_00380,1
fb30464577a78712879d87c66d915cd01b2f995dabdcbd14dcdc004819f0353f,malware,1,1785684911,7848,7848,1.343015829744047e+17,Trigona__fb30464577a78712879d.exe,fb30464577a78712879d87c66d915cd01b2f995dabdcbd14dcdc004819f0353f,213509.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,39.1333,7.0667,25.0,1.4469,2.7411,70.0,377.149,12.0,44.0,103.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,fb30464577a78712879d87c66d915cd01b2f995dabdcbd14dcdc004819f0353f,0
r_20260802_053346_00007,malware,1,1785626264,2332,2332,1.3430099862512886e+17,Medusa__6a973119a7c1cb0151cd94b34d24e963260a000da3e3a8df4b96e2430ffa409e.exe,6a973119a7c1cb0151cd94b34d24e963260a000da3e3a8df4b96e2430ffa409e,1945.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,200.8,2.3667,10.3333,,0.0,0.0,440.1181,13.0,48.0,9.0,0.0,3.0,0.0,Medusa,1,train,1,6.0,r_20260802_053346_00007,0
synthetic_train_benign_v4_20261021_00363,benign,1,1786198723,236,236,1.3430672321755165e+17,synthetic_benign_v4.exe,283c00e8823d858b7c76288653bb356163912366ad1599e6c7c19ffca2de7a39,1191.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.40712340305396,18.874544428110287,924.4575147027302,3.2582270604936125,0.8538812828744872,29.0,7.418234796947259,38.0,888.0,81.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,9.0,synthetic_train_benign_v4_20261021_00363,1
synthetic_train_benign_v4_20261021_00201,benign,1,1786198671,6052,6052,1.3430672269555864e+17,synthetic_benign_v4.exe,5cc03df9a26ac5e39ccdf20ab80d3866da2389794ce2f7c65c8fa8877a356a33,137739.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.5828675319679,29.515078138455255,1276.6839690577003,2.4724518040897747,2.6925787198697924,45.0,425.7799747657073,3.0,206.0,3.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,8.0,synthetic_train_benign_v4_20261021_00201,1
bf3583f12fbb140d0f297a70e5a053728829bcdca6ba87cef1361693eb8a836e,malware,1,1785681252,4552,4552,1.34301546172254e+17,Trigona__bf3583f12fbb140d0f29.exe,bf3583f12fbb140d0f297a70e5a053728829bcdca6ba87cef1361693eb8a836e,233052.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,53.8333,10.6333,55.0667,1.7491,3.5341,3.0,192.9538,12.0,257.0,38.0,0.0,2.0,0.0,Trigona,1,train,1,6.0,bf3583f12fbb140d0f297a70e5a053728829bcdca6ba87cef1361693eb8a836e,0
26b6a9fecfc9d4b4b2c2ff02885b257721687e6b820f72cf2e66c1cae2675739,malware,1,1785820284,8272,8272,1.3430293881508126e+17,LockBit__26b6a9fecfc9d4b4b2c2.exe,26b6a9fecfc9d4b4b2c2ff02885b257721687e6b820f72cf2e66c1cae2675739,3037.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667,0.0667,19.0,,0.0,0.0,,4.0,1.0,1.0,0.0,2.0,0.0,LockBit,1,train,1,6.0,26b6a9fecfc9d4b4b2c2ff02885b257721687e6b820f72cf2e66c1cae2675739,0
synthetic_train_benign_v4_20261021_00314,benign,1,1786198671,6052,6052,1.3430672269555864e+17,synthetic_benign_v4.exe,8b4b5abe965e129629afdb3ae05030bcae8e123890149b7d0a2bb1ec0651b965,1647.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.76506622955173,15.95298561444837,107.2300110991401,2.3707557277656814,3.149079813724116,12.0,8.769205502745816,45.0,846.0,5.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,9.0,synthetic_train_benign_v4_20261021_00314,1
c25ae06404fd08f3b3729040028d909f670ddbfeab2ed2cf79482e90a3822948,malware,1,1785681298,3420,3420,1.3430154688874269e+17,Trigona__c25ae06404fd08f3b372.exe,c25ae06404fd08f3b3729040028d909f670ddbfeab2ed2cf79482e90a3822948,208661.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,38.9667,7.0333,20.2,1.2744,2.632,15.0,196.3254,12.0,97.0,33.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,c25ae06404fd08f3b3729040028d909f670ddbfeab2ed2cf79482e90a3822948,0
51f60098e30ba803c3f3779273ec2b2b227d366af4187625975115efa5a7e6a7,malware,1,1785671482,6032,6032,1.3430144862092883e+17,Trigona__51f60098e30ba803c3f3.exe,51f60098e30ba803c3f3779273ec2b2b227d366af4187625975115efa5a7e6a7,219232.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.9667,0.6667,5.4667,2.3154,3.8435,4.0,12.5952,10.0,3.0,5.0,0.0,3.0,0.0,Trigona,1,train,1,6.0,51f60098e30ba803c3f3779273ec2b2b227d366af4187625975115efa5a7e6a7,0
synthetic_train_benign_v4_20261021_00355,benign,1,1786197049,5684,5684,1.3430670648783542e+17,synthetic_benign_v4.exe,d2544c983bc1fd5e940aa37516bfcfadbed55bbefc2c991a9e2112d0cc069bcf,213408.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,116.59063064058697,26.31183815032398,326.58201801576104,3.4926219221895116,2.6953727377639867,11.0,462.8247928955378,5.0,232.0,5.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,6.0,synthetic_train_benign_v4_20261021_00355,1
synthetic_train_benign_v4_20261021_00100,benign,1,1786198619,6516,6516,1.343067221675472e+17,synthetic_benign_v4.exe,c718059a9061f54052e3de84a5a96857023fee67379a80b6540dc7fdff411efa,1920.0,9.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,106.70575099054803,13.279535853996755,795.6174503619969,3.57376256543817,0.6440981684366401,19.0,245.07271845112376,8.0,20.0,10.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,9.0,synthetic_train_benign_v4_20261021_00100,1
synthetic_train_benign_v4_20261021_00075,benign,1,1786197197,9516,9516,1.3430670795883811e+17,synthetic_benign_v4.exe,bf833fc2bf65a582a6ddcf6cf157b9decf95b736526da77926052676757a6ae1,1396.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,260.59938621354974,48.611900634789635,194.29520981235166,3.233168807247866,3.457199856071845,71.0,66.37818380189998,40.0,310.0,6.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,10.0,synthetic_train_benign_v4_20261021_00075,1
r_20260801_001458_00229,malware,1,1785600401,5640,5640,1.3430073979901848e+17,Sodinokibi__b78469fb8eff53d82081bdcb0dbb3436f239b8ca6ef7fd800ce5ba7e098c256f.exe,b78469fb8eff53d82081bdcb0dbb3436f239b8ca6ef7fd800ce5ba7e098c256f,18096.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,16.4667,5.3,6.7333,2.8088,3.2714,2.0,22.4432,6.0,141.0,5.0,0.0,2.0,0.0,Sodinokibi,1,train,1,6.0,r_20260801_001458_00229,0
7cdd7e30c7091fd2fa3e879dd70087517412a165bf14c4ea4fd354337f22c415,malware,1,1785845846,8044,8044,1.3430319394458856e+17,HiddenTear__7cdd7e30c7091fd2fa3e.exe,7cdd7e30c7091fd2fa3e879dd70087517412a165bf14c4ea4fd354337f22c415,48134.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.1,0.5667,97.4,2.589,3.1941,6.0,20.4875,12.0,0.0,8.0,0.0,3.0,0.0,HiddenTear,1,train,1,6.0,7cdd7e30c7091fd2fa3e879dd70087517412a165bf14c4ea4fd354337f22c415,0
r_20260801_001458_00189,malware,1,1785566934,4304,4304,1.3430040521448898e+17,Sodinokibi__20d46f118a5e925f992932f20dd658e4d464ac8d8218f7fba683029d51761709.exe,20d46f118a5e925f992932f20dd658e4d464ac8d8218f7fba683029d51761709,12787.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,38.1,12.3333,20.9,2.9316,3.2832,4.0,24.9184,6.0,352.0,5.0,0.0,2.0,0.0,Sodinokibi,1,train,1,6.0,r_20260801_001458_00189,0
8aa579b40f9c86c9c24726485528aafac4414257fc854feb6dbcad11222405dd,malware,1,1785666834,5568,5568,1.3430140211897048e+17,Trigona__8aa579b40f9c86c9c247.exe,8aa579b40f9c86c9c24726485528aafac4414257fc854feb6dbcad11222405dd,221718.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,39.4667,7.3333,25.6667,1.062,3.9187,53.0,215.602,13.0,62.0,66.0,0.0,3.0,0.0,Trigona,1,train,1,7.0,8aa579b40f9c86c9c24726485528aafac4414257fc854feb6dbcad11222405dd,0
r_20260801_001458_00183,malware,1,1785565461,9120,9120,1.343003902373256e+17,Sodinokibi__12d8bfa1aeb557c146b98f069f3456cc8392863a2f4ad938722cd7ca1a773b39.exe,12d8bfa1aeb557c146b98f069f3456cc8392863a2f4ad938722cd7ca1a773b39,37445.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,23.1333,7.3667,1490.9333,2.765,3.2843,3.0,27.6869,6.0,203.0,4.0,0.0,2.0,0.0,Sodinokibi,1,train,1,7.0,r_20260801_001458_00183,0
r_20260730_213552_00042,malware,1,1785432920,5892,5892,1.3429906511362016e+17,Babuk__3b334eac956c7ee16ad0177a1f34292fd015773e4e17e5be86f2eed43c1522e9.exe,3b334eac956c7ee16ad0177a1f34292fd015773e4e17e5be86f2eed43c1522e9,8503.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,303.8667,59.1,247.8667,0.0,0.0,9.0,383.4156,69.0,1200.0,75.0,0.0,3.0,0.0,Babuk,1,train,1,8.0,r_20260730_213552_00042,0
synthetic_train_benign_v4_20261021_00255,benign,1,1786197197,9516,9516,1.3430670795883811e+17,synthetic_benign_v4.exe,4f00e34f0a62b7e4b7291fb1baaff38c71a30a5ba5c5ab2b0bc415e0501ff0b5,199513.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,76.22466089340368,10.079913164632638,163.2217725270761,3.0083291167168666,3.5792257557084306,29.0,520.0524119584179,16.0,852.0,48.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,8.0,synthetic_train_benign_v4_20261021_00255,1
r_20260730_220149_00038,malware,1,1785433533,9068,9068,1.3429907131040862e+17,Babuk__32dce5b309829b8c37abe243e5bd8cbc9fae96ce7109fcd348b2193e64061401.exe,32dce5b309829b8c37abe243e5bd8cbc9fae96ce7109fcd348b2193e64061401,1889.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,43.1333,8.4667,61.7333,0.0,0.0,2.0,498.6864,17.0,222.0,7.0,0.0,1.0,0.0,Babuk,1,train,1,8.0,r_20260730_220149_00038,0
synthetic_train_benign_v4_20261021_00025,benign,1,1786198819,2828,2828,1.3430672417126842e+17,synthetic_benign_v4.exe,da6aeadb9f9fc890a1efcdeef753ecb72f9586029372bd2d437341697374a589,120172.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62.46798518418055,8.727459910152493,1222.383896960582,1.5524072062878196,6.642255366529196,35.0,476.5727601718765,5.0,684.0,3.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,9.0,synthetic_train_benign_v4_20261021_00025,1
r_20260730_220149_00045,malware,1,1785435214,3752,3752,1.3429908811879608e+17,Babuk__441f715d0f08b8f9d64a32fdb316bd2510895be26b790a093189775c640e0706.exe,441f715d0f08b8f9d64a32fdb316bd2510895be26b790a093189775c640e0706,2036.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55.4,10.8333,66.2,0.0,0.0,1.0,398.288,18.0,292.0,6.0,0.0,3.0,0.0,Babuk,1,train,1,8.0,r_20260730_220149_00045,0
synthetic_train_benign_v4_20261021_00047,benign,1,1786198619,6516,6516,1.343067221675472e+17,synthetic_benign_v4.exe,98407a337d0dd0eb8726fe6eb5f3fffe77e5dbbb5c08282aacbffd57bce925fb,31405.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.40798117338744,30.747700868136555,96.89772816795019,3.1387460218580734,3.3335628086848224,27.0,31.91887845856474,59.0,1175.0,119.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,8.0,synthetic_train_benign_v4_20261021_00047,1
r_20260801_001458_00031,malware,1,1785524833,9168,9168,1.3429998427857626e+17,Medusa__10916ae59a8f99306f1af033bb5e97df353e36be9eeaf41264a9146e56f9197e.exe,10916ae59a8f99306f1af033bb5e97df353e36be9eeaf41264a9146e56f9197e,5794.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,110.6333,26.0667,39.4,,0.0,0.0,277.8166,12.0,675.0,5.0,0.0,2.0,0.0,Medusa,1,train,1,6.0,r_20260801_001458_00031,0
repo_rotation_v2_004,benign,1,1786198671,6052,6052,1.3430672269555864e+17,python.exe,,1563.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0333,11.6667,920.4,3.0014,3.5313,7.0,9.5556,4.0,350.0,3.0,0.0,3.0,0.0,python.exe,0,train,1,6.0,benign_run_repo_rotation_v2_004,0
synthetic_train_benign_v4_20261021_00064,benign,1,1786197390,7696,7696,1.3430670988080968e+17,synthetic_benign_v4.exe,aa6035421c1a5d28112a63af79a78c9e2580d9f7fe07503d0b5d55d232adf066,1659.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.87110234672473,21.075722457209736,1028.4551441877165,3.1049825614752535,1.6021621751838602,79.0,394.185431704703,21.0,21.0,94.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,6.0,synthetic_train_benign_v4_20261021_00064,1
synthetic_train_benign_v4_20261021_00232,benign,1,1786198723,236,236,1.3430672321755165e+17,synthetic_benign_v4.exe,d252968a436f1bc69627b93e278ac054c4faa289382ebbc1379d58d3f4cd4c66,190675.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,122.48482955870617,29.06572965784958,609.7152770515108,0.8512733036090074,3.058843392937294,62.0,94.2405371395751,64.0,516.0,29.0,0.0,3.0,0.0,SyntheticBenignV4,0,train,1,7.0,synthetic_train_benign_v4_20261021_00232,1
